Book,Author,Amount,Price,Book1,Author1,Amount1,Price1,Book2,Author2,Amount2,Price2,Book3,Author3,Amount3,Price3,Book4,Author4,Amount4,Price4
The Miracle Morning,Hal Elrod,"-37,18787879",21.41,The Miracle Morning,Hal Elrod,"-37,18787879",21.41,The Miracle Morning,Hal Elrod,"-37,18787879",21.41,The Miracle Morning,Hal Elrod,"-37,18787879",21.41,The Miracle Morning,Hal Elrod,"-37,18787879",21.41
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-37,38181818",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-37,38181818",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-37,38181818",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-37,38181818",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-37,38181818",12.106
The ONE Thing,Gary Keller,"-37,57575758",11.25,The ONE Thing,Gary Keller,"-37,57575758",11.25,The ONE Thing,Gary Keller,"-37,57575758",11.25,The ONE Thing,Gary Keller,"-37,57575758",11.25,The ONE Thing,Gary Keller,"-37,57575758",11.25
The Compound Effect,Darren Hardy,"-37,76969697",9.56,The Compound Effect,Darren Hardy,"-37,76969697",9.56,The Compound Effect,Darren Hardy,"-37,76969697",9.56,The Compound Effect,Darren Hardy,"-37,76969697",9.56,The Compound Effect,Darren Hardy,"-37,76969697",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-37,96363636",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-37,96363636",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-37,96363636",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-37,96363636",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-37,96363636",23.56
The Miracle Morning,Hal Elrod,"-38,15757576",21.42,The Miracle Morning,Hal Elrod,"-38,15757576",21.42,The Miracle Morning,Hal Elrod,"-38,15757576",21.42,The Miracle Morning,Hal Elrod,"-38,15757576",21.42,The Miracle Morning,Hal Elrod,"-38,15757576",21.42
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-38,35151515",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-38,35151515",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-38,35151515",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-38,35151515",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-38,35151515",12.107
The ONE Thing,Gary Keller,"-38,54545455",11.26,The ONE Thing,Gary Keller,"-38,54545455",11.26,The ONE Thing,Gary Keller,"-38,54545455",11.26,The ONE Thing,Gary Keller,"-38,54545455",11.26,The ONE Thing,Gary Keller,"-38,54545455",11.26
The Compound Effect,Darren Hardy,"-38,73939394",9.56,The Compound Effect,Darren Hardy,"-38,73939394",9.56,The Compound Effect,Darren Hardy,"-38,73939394",9.56,The Compound Effect,Darren Hardy,"-38,73939394",9.56,The Compound Effect,Darren Hardy,"-38,73939394",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-38,93333333",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-38,93333333",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-38,93333333",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-38,93333333",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-38,93333333",23.56
The Miracle Morning,Hal Elrod,"-39,12727273",21.42,The Miracle Morning,Hal Elrod,"-39,12727273",21.42,The Miracle Morning,Hal Elrod,"-39,12727273",21.42,The Miracle Morning,Hal Elrod,"-39,12727273",21.42,The Miracle Morning,Hal Elrod,"-39,12727273",21.42
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-39,32121212",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-39,32121212",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-39,32121212",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-39,32121212",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-39,32121212",12.107
The ONE Thing,Gary Keller,"-39,51515152",11.26,The ONE Thing,Gary Keller,"-39,51515152",11.26,The ONE Thing,Gary Keller,"-39,51515152",11.26,The ONE Thing,Gary Keller,"-39,51515152",11.26,The ONE Thing,Gary Keller,"-39,51515152",11.26
The Compound Effect,Darren Hardy,"-39,70909091",9.57,The Compound Effect,Darren Hardy,"-39,70909091",9.57,The Compound Effect,Darren Hardy,"-39,70909091",9.57,The Compound Effect,Darren Hardy,"-39,70909091",9.57,The Compound Effect,Darren Hardy,"-39,70909091",9.57
The 7 Habits of Highly Effective People,Stephen R. Covey,"-39,9030303",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-39,9030303",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-39,9030303",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-39,9030303",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-39,9030303",23.57
The Miracle Morning,Hal Elrod,"-40,0969697",21.43,The Miracle Morning,Hal Elrod,"-40,0969697",21.43,The Miracle Morning,Hal Elrod,"-40,0969697",21.43,The Miracle Morning,Hal Elrod,"-40,0969697",21.43,The Miracle Morning,Hal Elrod,"-40,0969697",21.43
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-40,29090909",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-40,29090909",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-40,29090909",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-40,29090909",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-40,29090909",12.108
The Compound Effect,Darren Hardy,"-40,48484848",9.55,The Compound Effect,Darren Hardy,"-40,48484848",9.55,The Compound Effect,Darren Hardy,"-40,48484848",9.55,The Compound Effect,Darren Hardy,"-40,48484848",9.55,The Compound Effect,Darren Hardy,"-40,48484848",9.55
The 7 Habits of Highly Effective People,Stephen R. Covey,"-40,67878788",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-40,67878788",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-40,67878788",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-40,67878788",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-40,67878788",23.55
The Miracle Morning,Hal Elrod,"-40,87272727",21.41,The Miracle Morning,Hal Elrod,"-40,87272727",21.41,The Miracle Morning,Hal Elrod,"-40,87272727",21.41,The Miracle Morning,Hal Elrod,"-40,87272727",21.41,The Miracle Morning,Hal Elrod,"-40,87272727",21.41
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-41,06666667",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-41,06666667",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-41,06666667",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-41,06666667",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-41,06666667",12.106
The ONE Thing,Gary Keller,"-41,26060606",11.25,The ONE Thing,Gary Keller,"-41,26060606",11.25,The ONE Thing,Gary Keller,"-41,26060606",11.25,The ONE Thing,Gary Keller,"-41,26060606",11.25,The ONE Thing,Gary Keller,"-41,26060606",11.25
The Compound Effect,Darren Hardy,"-41,45454545",9.55,The Compound Effect,Darren Hardy,"-41,45454545",9.55,The Compound Effect,Darren Hardy,"-41,45454545",9.55,The Compound Effect,Darren Hardy,"-41,45454545",9.55,The Compound Effect,Darren Hardy,"-41,45454545",9.55
The 7 Habits of Highly Effective People,Stephen R. Covey,"-41,64848485",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-41,64848485",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-41,64848485",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-41,64848485",23.55,The 7 Habits of Highly Effective People,Stephen R. Covey,"-41,64848485",23.55
The Miracle Morning,Hal Elrod,"-41,84242424",21.41,The Miracle Morning,Hal Elrod,"-41,84242424",21.41,The Miracle Morning,Hal Elrod,"-41,84242424",21.41,The Miracle Morning,Hal Elrod,"-41,84242424",21.41,The Miracle Morning,Hal Elrod,"-41,84242424",21.41
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-42,03636364",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-42,03636364",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-42,03636364",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-42,03636364",12.106,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-42,03636364",12.106
The ONE Thing,Gary Keller,"-42,23030303",11.25,The ONE Thing,Gary Keller,"-42,23030303",11.25,The ONE Thing,Gary Keller,"-42,23030303",11.25,The ONE Thing,Gary Keller,"-42,23030303",11.25,The ONE Thing,Gary Keller,"-42,23030303",11.25
The Compound Effect,Darren Hardy,"-42,42424242",9.56,The Compound Effect,Darren Hardy,"-42,42424242",9.56,The Compound Effect,Darren Hardy,"-42,42424242",9.56,The Compound Effect,Darren Hardy,"-42,42424242",9.56,The Compound Effect,Darren Hardy,"-42,42424242",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-42,61818182",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-42,61818182",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-42,61818182",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-42,61818182",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-42,61818182",23.56
The Miracle Morning,Hal Elrod,"-42,81212121",21.42,The Miracle Morning,Hal Elrod,"-42,81212121",21.42,The Miracle Morning,Hal Elrod,"-42,81212121",21.42,The Miracle Morning,Hal Elrod,"-42,81212121",21.42,The Miracle Morning,Hal Elrod,"-42,81212121",21.42
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,00606061",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,00606061",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,00606061",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,00606061",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,00606061",12.107
The ONE Thing,Gary Keller,"-43,2",11.26,The ONE Thing,Gary Keller,"-43,2",11.26,The ONE Thing,Gary Keller,"-43,2",11.26,The ONE Thing,Gary Keller,"-43,2",11.26,The ONE Thing,Gary Keller,"-43,2",11.26
The Compound Effect,Darren Hardy,"-43,39393939",9.56,The Compound Effect,Darren Hardy,"-43,39393939",9.56,The Compound Effect,Darren Hardy,"-43,39393939",9.56,The Compound Effect,Darren Hardy,"-43,39393939",9.56,The Compound Effect,Darren Hardy,"-43,39393939",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-43,58787879",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-43,58787879",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-43,58787879",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-43,58787879",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-43,58787879",23.56
The Miracle Morning,Hal Elrod,"-43,78181818",21.42,The Miracle Morning,Hal Elrod,"-43,78181818",21.42,The Miracle Morning,Hal Elrod,"-43,78181818",21.42,The Miracle Morning,Hal Elrod,"-43,78181818",21.42,The Miracle Morning,Hal Elrod,"-43,78181818",21.42
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,97575758",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,97575758",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,97575758",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,97575758",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-43,97575758",12.107
The ONE Thing,Gary Keller,"-44,16969697",11.26,The ONE Thing,Gary Keller,"-44,16969697",11.26,The ONE Thing,Gary Keller,"-44,16969697",11.26,The ONE Thing,Gary Keller,"-44,16969697",11.26,The ONE Thing,Gary Keller,"-44,16969697",11.26
The Compound Effect,Darren Hardy,"-44,36363636",9.57,The Compound Effect,Darren Hardy,"-44,36363636",9.57,The Compound Effect,Darren Hardy,"-44,36363636",9.57,The Compound Effect,Darren Hardy,"-44,36363636",9.57,The Compound Effect,Darren Hardy,"-44,36363636",9.57
The 7 Habits of Highly Effective People,Stephen R. Covey,"-44,55757576",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-44,55757576",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-44,55757576",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-44,55757576",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-44,55757576",23.57
The Miracle Morning,Hal Elrod,"-44,75151515",21.43,The Miracle Morning,Hal Elrod,"-44,75151515",21.43,The Miracle Morning,Hal Elrod,"-44,75151515",21.43,The Miracle Morning,Hal Elrod,"-44,75151515",21.43,The Miracle Morning,Hal Elrod,"-44,75151515",21.43
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-44,94545455",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-44,94545455",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-44,94545455",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-44,94545455",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-44,94545455",12.108
The ONE Thing,Gary Keller,"-45,13939394",11.27,The ONE Thing,Gary Keller,"-45,13939394",11.27,The ONE Thing,Gary Keller,"-45,13939394",11.27,The ONE Thing,Gary Keller,"-45,13939394",11.27,The ONE Thing,Gary Keller,"-45,13939394",11.27
The Compound Effect,Darren Hardy,"-45,33333333",9.57,The Compound Effect,Darren Hardy,"-45,33333333",9.57,The Compound Effect,Darren Hardy,"-45,33333333",9.57,The Compound Effect,Darren Hardy,"-45,33333333",9.57,The Compound Effect,Darren Hardy,"-45,33333333",9.57
The 7 Habits of Highly Effective People,Stephen R. Covey,"-45,52727273",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-45,52727273",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-45,52727273",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-45,52727273",23.57,The 7 Habits of Highly Effective People,Stephen R. Covey,"-45,52727273",23.57
The Miracle Morning,Hal Elrod,"-45,72121212",21.43,The Miracle Morning,Hal Elrod,"-45,72121212",21.43,The Miracle Morning,Hal Elrod,"-45,72121212",21.43,The Miracle Morning,Hal Elrod,"-45,72121212",21.43,The Miracle Morning,Hal Elrod,"-45,72121212",21.43
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-45,91515152",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-45,91515152",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-45,91515152",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-45,91515152",12.108,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-45,91515152",12.108
The ONE Thing,Gary Keller,"-46,10909091",11.27,The ONE Thing,Gary Keller,"-46,10909091",11.27,The ONE Thing,Gary Keller,"-46,10909091",11.27,The ONE Thing,Gary Keller,"-46,10909091",11.27,The ONE Thing,Gary Keller,"-46,10909091",11.27
The Compound Effect,Darren Hardy,"-46,3030303",9.58,The Compound Effect,Darren Hardy,"-46,3030303",9.58,The Compound Effect,Darren Hardy,"-46,3030303",9.58,The Compound Effect,Darren Hardy,"-46,3030303",9.58,The Compound Effect,Darren Hardy,"-46,3030303",9.58
The 7 Habits of Highly Effective People,Stephen R. Covey,"-46,4969697",23.58,The 7 Habits of Highly Effective People,Stephen R. Covey,"-46,4969697",23.58,The 7 Habits of Highly Effective People,Stephen R. Covey,"-46,4969697",23.58,The 7 Habits of Highly Effective People,Stephen R. Covey,"-46,4969697",23.58,The 7 Habits of Highly Effective People,Stephen R. Covey,"-46,4969697",23.58
The Miracle Morning,Hal Elrod,"-46,69090909",21.44,The Miracle Morning,Hal Elrod,"-46,69090909",21.44,The Miracle Morning,Hal Elrod,"-46,69090909",21.44,The Miracle Morning,Hal Elrod,"-46,69090909",21.44,The Miracle Morning,Hal Elrod,"-46,69090909",21.44
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-46,88484848",12.109,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-46,88484848",12.109,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-46,88484848",12.109,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-46,88484848",12.109,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-46,88484848",12.109
The Compound Effect,Darren Hardy,"-47,07878788",9.56,The Compound Effect,Darren Hardy,"-47,07878788",9.56,The Compound Effect,Darren Hardy,"-47,07878788",9.56,The Compound Effect,Darren Hardy,"-47,07878788",9.56,The Compound Effect,Darren Hardy,"-47,07878788",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-47,27272727",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-47,27272727",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-47,27272727",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-47,27272727",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-47,27272727",23.56
The Miracle Morning,Hal Elrod,"-47,46666667",21.42,The Miracle Morning,Hal Elrod,"-47,46666667",21.42,The Miracle Morning,Hal Elrod,"-47,46666667",21.42,The Miracle Morning,Hal Elrod,"-47,46666667",21.42,The Miracle Morning,Hal Elrod,"-47,46666667",21.42
Influence: The Psychology of Persuasion,Robert B. Cialdini,"-47,66060606",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-47,66060606",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-47,66060606",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-47,66060606",12.107,Influence: The Psychology of Persuasion,Robert B. Cialdini,"-47,66060606",12.107
The ONE Thing,Gary Keller,"-47,85454545",11.26,The ONE Thing,Gary Keller,"-47,85454545",11.26,The ONE Thing,Gary Keller,"-47,85454545",11.26,The ONE Thing,Gary Keller,"-47,85454545",11.26,The ONE Thing,Gary Keller,"-47,85454545",11.26
The Compound Effect,Darren Hardy,"-48,04848485",9.56,The Compound Effect,Darren Hardy,"-48,04848485",9.56,The Compound Effect,Darren Hardy,"-48,04848485",9.56,The Compound Effect,Darren Hardy,"-48,04848485",9.56,The Compound Effect,Darren Hardy,"-48,04848485",9.56
The 7 Habits of Highly Effective People,Stephen R. Covey,"-48,24242424",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-48,24242424",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-48,24242424",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-48,24242424",23.56,The 7 Habits of Highly Effective People,Stephen R. Covey,"-48,24242424",23.56
The Miracle Morning,Hal Elrod,"-48,43636364",21.42,The Miracle Morning,Hal Elrod,"-48,43636364",21.42,The Miracle Morning,Hal Elrod,"-48,43636364",21.42,The Miracle Morning,Hal Elrod,"-48,43636364",21.42,The Miracle Morning,Hal Elrod,"-48,43636364",21.42
